sqft_above,sqft_lot15,sqft_living15
2340,8515,2280
1060,7912,1320
1060,7912,1320
1610,5701,1200
1630,4000,1600
1060,4800,1380
980,5203,1100
1360,10120,2500
2590,6380,2530
1850,12752,3030
1500,15100,1270
4740,42387,4800
1160,5608,1530
1920,7598,2220
1150,8139,1300
2320,4356,2250
1420,6180,1420
1210,15360,1630
1470,6825,3210
830,5000,1580
2300,11740,2720
1070,2374,1390
1790,8128,1660
1510,2182,1510
1340,5800,1900
3350,39683,3350
1910,5099,2480
1510,10140,2350
2550,11036,2550
1320,10183,1680
610,5000,1370
1980,65775,2610
2820,8488,2290
1220,7683,1350
1100,8447,1700
1540,4000,1660
1230,11360,1390
1530,43548,1730
2550,5151,2550
1550,5000,1590
1760,6600,2590
1270,3600,1660
830,3001,1520
1620,9450,2040
710,6720,740
1070,7200,1480
1160,8690,1970
5450,35716,2800
1670,7210,1910
3010,120675,1580
1340,9600,1980
790,4200,1700
2790,4000,2030
1530,6350,2640
930,8075,1300
1010,8250,1600
1990,28353,2310
2300,34798,2600
1220,6000,1660
1190,6554,2350
1010,7275,1620
1890,9488,1580
1330,2735,1470
1190,10150,1840
2550,9600,2030
1020,8270,1950
2380,10700,2900
1450,7974,1950
1650,1875,1460
1510,46609,1330
1100,6240,1250
2190,14592,3110
1040,3750,1380
1330,8664,1780
1860,6380,1600
990,10723,1460
1480,9660,1990
1200,9488,1200
3000,213008,2330
3504,5231,2790
1300,9326,2040
1330,10419,1770
1120,5040,1610
2240,9410,2240
1040,7715,1780
1880,2580,1800
1820,10018,1440
1730,16994,2340
3350,35604,2620
2840,6550,1500
1240,3600,1660
2340,10507,990
940,5150,1350
1010,2159,1810
1200,4800,860
2820,1627,1470
1020,7650,1440
1290,7983,1820
1830,7212,1870
2480,5000,1470
1600,9918,1540
3140,8505,3990
1200,8985,1210
1230,5000,1310
1750,5500,1400
1930,37452,2900
3040,17511,2320
1060,11479,1540
1390,10450,2250
2000,14733,2620
2570,15181,3170
2220,10232,2420
2000,9555,1440
1210,185565,2020
1140,1189,1220
2440,11429,2480
1560,7950,1120
3210,18901,3330
930,3488,1370
1782,1744,1550
1740,54685,1576
1890,44131,2680
2930,33976,2930
1230,8316,1490
2000,7000,1840
1160,7930,1530
1040,4800,2250
1120,5304,1150
3020,209959,1890
1820,8437,1850
1370,8702,1768
2290,4500,2920
1290,8955,1640
2650,8688,2730
2850,7500,2820
1220,16300,1870
1180,7370,1180
1640,9840,1510
1280,11704,1680
2370,6000,2520
2470,4993,2500
1700,4180,1610
590,4000,1350
1400,8716,2290
1300,425581,2560
1970,12390,3180
1630,8850,1700
1340,9350,1310
1430,51400,1320
1240,10800,1810
1540,36900,1960
1760,7500,2000
2210,11355,2660
2060,8549,2190
1760,5289,2000
3720,11017,2180
700,6000,1030
4280,16351,3420
1450,10240,1960
680,3621,1010
2340,4000,1730
2070,13860,1550
910,4800,1060
950,5120,2130
1510,216928,3210
2930,35230,3720
2610,7852,2390
3880,4793,2160
2000,43129,3230
1940,4800,1750
2510,11000,2440
2660,5608,3010
1710,63823,1700
1320,4560,1420
960,8199,1160
1190,9131,1790
810,3780,1510
2940,5320,1530
670,2343,1780
4570,11576,3860
1570,9500,2120
3430,12045,3430
3540,5655,3310
2240,9314,2240
1700,10052,2390
2660,6653,1840
1540,5182,2510
2210,7903,1960
2860,10000,2230
3450,35250,2820
2330,9630,2180
1550,3250,1620
1030,8414,1750
2220,4000,2740
1950,6000,1170
3670,22863,2980
2350,4000,1120
1880,7560,2070
2430,8090,2260
1340,128066,1800
1010,10318,1180
1330,8710,1910
1210,5765,1210
1750,12798,3340
1060,5400,1429
1150,4400,1900
2960,35104,3900
840,11876,1010
1200,8028,1530
3750,12835,2930
1240,7875,2050
1560,4080,1370
1410,4400,1360
860,5000,1220
1720,7616,1590
2090,7946,1890
2130,10050,3380
1300,11867,820
1220,17818,1510
1520,3800,1090
1870,71002,2940
2610,8458,2610
980,14350,1670
1710,7500,2060
2060,3175,1660
1720,7988,1750
2250,13390,2440
1640,4816,1590
4130,11431,3720
2600,4800,2180
1920,8840,2020
2060,7000,2110
5710,23847,4060
2720,173804,2140
1090,7330,1420
1340,9005,1520
1940,8875,1380
2570,9600,1950
1160,15640,1800
2660,206736,2660
1260,3023,1630
1310,6120,1780
3180,6029,3180
3380,20075,3390
1890,15030,2670
1180,7200,1070
1160,10541,1320
2260,6300,2300
1390,5900,1820
1430,8960,2430
770,5000,1160
910,4750,1480
2200,8000,2170
1040,6100,1570
1180,7670,1880
820,4236,1550
1030,4200,1400
1730,11107,2320
1950,8114,2160
1100,7350,1230
2350,5174,2550
1340,8000,1690
1040,12000,1840
2030,9875,3460
1080,7470,1580
1700,7200,2020
3330,9755,3360
1610,3900,1820
1760,10376,2550
1740,1308,1740
1840,8580,2190
880,5200,1780
1240,4468,1260
4700,5800,2360
1170,7440,1380
1760,9656,1860
1400,17702,2570
1140,7350,1380
850,5000,1190
940,10507,1600
3220,5500,2740
1830,5184,1830
1430,9163,2420
2170,5890,2170
1900,7350,1900
1480,9877,1900
1330,4556,1530
1430,15335,2620
1680,5400,2340
2100,12300,1340
2100,12300,1340
1150,5449,1550
990,8168,1080
1340,7611,1560
2710,41684,3030
2340,5120,1820
1230,6648,1260
1040,6150,1420
1700,9000,1820
1330,6910,1320
1630,10762,1770
1660,14491,3910
2830,6285,3170
3190,51400,3190
1490,8500,3450
1630,3425,1420
2280,3600,2280
2000,5160,1600
1590,3480,1680
1250,7210,1010
1310,6251,1200
3280,8030,3730
3362,8601,2770
2200,12851,2200
830,1200,830
1760,37000,2540
2580,6165,2250
2150,9000,1720
3510,28295,2890
3810,11250,3040
1010,4000,1840
1620,10762,1570
1250,6796,1300
980,8716,1470
960,8400,1560
1100,4838,1560
710,7937,1690
1500,9234,2280
1210,7623,1650
1880,3600,1360
1260,5413,1360
720,5000,1250
2100,6012,1990
2380,8621,2330
2250,26337,1830
880,5111,1370
2770,10675,2730
1340,10200,1420
1660,8100,1490
1710,3821,1600
1040,5000,1500
1530,9226,2060
1440,10200,1580
2020,16350,1940
1870,7800,1560
620,4760,620
4490,13200,3260
1240,11080,1760
1460,9604,1680
1410,49207,2410
1530,4005,1720
2800,13200,1700
1010,4240,1400
860,6250,1580
1450,4275,1450
1990,17040,1950
3230,18260,1790
1220,3868,1970
2920,5617,1810
830,5968,1780
2410,4000,2840
1560,10000,1520
3050,60984,1970
3030,28027,3020
2260,4566,2770
1260,7920,1300
3370,10500,2690
1490,8165,1740
1110,9222,1470
3090,7653,3760
3400,11500,3910
4150,40803,3320
1530,10400,2820
1030,7800,1390
1008,24079,1132
840,5120,1090
1240,9856,1370
1110,9040,1640
1190,20000,2490
1410,8480,2180
2340,9219,2510
960,20350,1320
1390,9000,1990
1970,7365,1970
1530,11625,1530
1790,3876,1200
1700,6626,1940
1330,5000,1790
1950,51836,2450
1340,4892,1290
1130,8750,2280
1010,1256,1360
2120,8676,1740
2020,85813,2120
800,5100,1330
1770,7620,1010
940,165528,1930
2260,10158,2840
890,5175,1190
860,4260,1230
680,6624,1580
2130,35679,2670
2390,4500,2540
3488,10891,3600
820,6553,1260
1590,8100,2880
2440,9927,2590
2600,12093,2820
1040,7000,1920
1990,7245,1320
2840,18001,2500
1610,1173,1220
2460,7522,3300
1560,4080,1890
2330,5424,1810
1810,9821,2450
1730,11232,1600
3110,5924,2950
1230,10125,1380
950,4625,1440
1890,14536,1500
1010,5000,980
1010,10354,1060
1170,12532,1810
2460,9900,2730
1010,3600,1800
1650,6000,1750
1440,6702,1030
1320,9100,1880
2000,13719,2760
1350,10095,1280
1660,4800,1660
2160,4760,1600
1090,5000,1830
3110,8960,2650
1380,7227,1600
1290,2628,1290
1980,13964,2040
870,6126,1620
2470,5100,2470
1490,35371,2220
770,10707,1560
1220,1092,1550
1610,34398,2080
1130,9526,1680
1800,15358,3600
2380,7334,1940
720,6687,840
4070,26000,3770
1250,50055,3060
2190,3615,1510
810,1198,980
1320,6820,2160
1740,9147,1540
1480,176418,1730
2120,39082,3320
900,5000,1290
1190,7635,1190
750,6000,1450
2100,16686,2080
1380,7236,2030
1790,5750,1590
1080,1090,1370
1530,2890,1540
1530,2890,1540
3420,14000,3960
2530,24700,2650
1010,4200,1760
1200,7718,1300
2720,11740,2640
1110,6125,990
2340,8526,3480
1460,8913,1900
1560,11745,2310
1680,5850,1900
1250,8320,2070
1790,6371,1850
1720,10720,1660
1280,7245,1280
1690,4733,1830
2190,7379,2240
710,5200,1610
1890,8827,1610
1410,8931,1410
1820,6690,2010
1540,6250,2070
1350,7288,1050
1380,3800,1830
890,5985,1450
1900,3350,1880
1240,5200,870
1210,7400,1870
2090,11481,2660
1650,10129,1340
1030,5000,1300
2160,5750,1230
3840,11044,3560
1200,10189,1200
870,5000,820
2220,6000,1980
1560,16710,2890
2410,40072,3370
1380,8820,2010
1390,10800,1030
2320,5568,2970
1370,3708,2030
950,8221,1820
3090,8592,3140
1590,9752,1900
2070,6179,3300
5770,22748,4620
1460,7936,1830
1510,4157,1350
2610,15296,4050
3430,13851,3250
1700,8475,1750
1320,6000,2740
1200,7800,1120
1850,4950,1850
1510,9078,1480
1070,3990,1990
2640,8055,1650
1970,4000,1900
1060,7435,1870
990,7244,1230
1605,4500,1750
1400,8160,1780
1060,7770,1390
1530,3900,1300
1990,3600,1790
1100,7650,1810
1400,7500,1260
1870,5293,2390
2680,13178,3520
1390,7700,1790
920,4450,1900
1170,9391,1680
2110,33945,3450
4030,12438,3860
1050,8530,1410
1400,7519,1900
2120,15203,2070
2020,9408,2200
1860,3940,1750
1690,29620,2430
1640,9286,2400
2080,43560,3730
1370,3211,1380
2790,24643,2790
1740,5000,1980
3810,60548,3430
1800,7570,1770
1800,7570,1770
1190,7800,1250
860,8308,1310
1370,6600,2150
1980,7150,1980
670,4501,870
1410,7200,1820
1120,8937,1990
980,9135,1780
2080,5000,2870
1240,5641,1810
1320,8258,1870
1340,7960,2060
2500,18782,1880
520,10570,1572
3010,7518,3490
1420,7632,2040
1990,7000,1610
1090,6807,1460
1460,14999,2640
2170,8378,2170
1790,2400,1450
840,10875,1390
1850,7639,2220
1480,34326,1600
1370,7580,1880
2550,4960,1050
1040,8410,1350
2810,17400,2810
1010,5750,1230
2250,7033,2080
1800,8500,1950
1890,7350,2390
1780,4000,1750
1720,13100,2320
1860,6766,1760
1150,1245,1460
1230,10427,1510
1088,8016,1088
700,6628,1060
1190,10500,1850
1240,4182,1950
1720,10975,2290
2590,8042,2400
2080,12899,1080
2680,4473,2460
1300,8143,1490
1720,4400,1650
700,1281,1370
1470,9380,1910
2150,13555,3150
1040,7500,1520
2690,8890,2940
2020,6600,1510
2450,20324,3020
2030,7705,1990
1450,7200,1680
2400,6584,2150
1860,8479,2430
1340,10800,1620
1080,10700,1390
1850,6901,1310
1220,8040,1360
1790,7314,3290
3220,10093,2260
3190,5615,3159
3530,74256,3560
1240,9605,1770
1720,11850,1440
2850,4650,2850
1290,23980,2030
1420,10469,2300
2770,6950,2370
4490,37525,4470
3110,7075,3110
2360,7570,2280
2180,5496,2120
1910,3623,1470
2260,8924,2690
1770,9706,1630
1460,7930,1630
1470,5000,1970
1550,7680,2860
3220,5083,3150
1140,5000,1140
1660,8968,1820
1430,6240,1410
1620,4300,1440
2720,10714,2780
1620,6000,1310
3100,14396,2860
1500,4125,1360
2820,5510,2820
1850,7871,1510
1570,8978,1550
1550,10092,2130
920,8400,1760
1600,7000,1700
2630,10620,2640
1540,11896,2230
1060,10609,1490
1160,5200,1170
2040,4637,2040
1550,2442,1570
1290,8198,1820
1440,43560,2460
3840,8279,3570
1200,6342,2670
1660,21600,1660
3555,19223,4890
1890,13662,1870
840,5087,1590
1450,9024,1570
1460,9582,1420
1890,5000,2330
2910,5552,3190
1130,8733,1340
1450,29075,2090
1260,6376,1420
1970,9800,1800
2090,45738,3420
2570,5387,1880
1130,7200,1130
1300,13664,1980
1030,7560,1030
1230,7500,2040
1390,2556,2130
3260,17024,3690
1600,18364,2640
1870,8207,1770
1000,7316,1680
2720,9683,2590
1240,8410,1630
1020,8000,1370
590,8976,1380
2310,8223,2980
1750,6502,1940
1210,8500,1720
1580,7542,1640
2340,10019,1390
4360,17287,3260
1200,3844,1100
1300,7600,1570
880,7147,1720
1020,5910,1710
1070,8100,1260
2560,108463,2360
1280,5000,1630
1660,7455,1790
1200,10400,1800
850,4000,1670
1190,4770,2140
1240,1349,1550
1660,1834,2260
2300,6434,2170
1230,7272,1770
1230,4080,1600
1160,7560,1950
1310,9664,1430
2450,15055,2650
910,10200,1170
1580,8539,1760
1130,9786,1660
1040,5100,1010
1640,34960,2340
1000,8690,1720
1600,8816,1600
1320,9750,1530
1520,4178,1920
1670,4592,1600
2300,5872,1860
2950,41631,3280
980,8625,1430
2400,13988,2800
940,7700,1000
1020,11158,1110
1680,5447,1340
1340,8949,1610
3960,8522,3680
2650,4879,1640
2120,9647,2360
2530,4500,2083
2490,10454,2430
1870,6969,1500
1380,8160,1660
1190,12720,1230
960,7378,1830
2770,8882,2770
1220,8100,2090
2700,9000,2630
1100,5355,1390
2160,7700,2080
2010,5779,2010
2430,9127,3780
4460,38925,2670
1160,17118,2450
1430,5000,1210
850,11200,1610
1830,5757,1760
1410,10108,2180
1810,7767,2690
1520,9589,1490
2430,10500,1330
740,6840,740
670,7200,920
1860,7816,2290
1540,18180,2270
1250,7378,1900
990,4561,1580
1990,4373,1990
1830,5692,1830
2540,4260,2190
2700,3444,2710
1440,7380,1190
940,4000,1880
2490,4106,2130
1350,12726,2160
2000,3800,1610
3280,5500,1400
2280,24332,2240
1320,1250,1320
2070,7815,1950
1860,3822,1580
940,7490,1180
2290,15936,2540
1250,29527,1490
1290,4000,1530
3090,6000,3050
4340,219106,3430
3200,10432,2880
1560,8100,1380
1280,8071,1590
2020,5076,1940
1040,8676,1470
1330,10860,1790
860,7632,890
1160,11520,1920
1270,10200,2290
1120,8308,1010
3020,4950,1520
1790,4830,1670
1140,4076,1540
2590,9917,2800
1560,6600,1720
1300,208438,1941
1060,8188,1260
750,3880,1240
2520,35673,2230
1440,10158,2070
1300,14850,1470
1390,8316,2010
1760,13113,1900
1130,7455,1790
1750,6969,1840
1552,3600,1677
2000,6554,1560
3850,10018,1790
1720,73180,1340
1960,7208,1850
1270,17699,1270
1180,7500,1630
2230,6297,2420
3420,35571,3640
2150,9368,2150
2400,37270,1370
1830,10000,1610
2800,6600,2800
2090,8634,2320
2340,10743,2340
1100,5195,1080
1180,7210,2030
1290,7280,1480
2560,15139,3980
950,4500,1140
1610,11200,1610
1940,5705,1850
1210,11465,1700
2570,5470,2460
1150,3400,1500
1610,9600,1270
3070,9600,2470
1690,11340,2530
1990,8926,2320
1260,8092,1950
4750,311610,2230
3010,10530,3010
1820,48760,2980
1280,7696,1566
1160,6075,1230
1220,6600,1100
1400,5940,1900
1140,9634,1590
2220,7451,2220
2770,5984,1870
2303,14013,2080
1600,8274,2590
860,4680,1490
2900,5775,3200
2070,22000,2950
1700,7346,2190
1050,9000,1860
1880,9858,2790
3100,5800,2180
1240,9096,1550
780,67518,2200
850,1312,850
1540,7488,1710
2280,36236,2280
1850,9674,2240
1770,7109,2090
2320,5800,1610
2600,10050,2430
1310,2039,1570
2860,6822,2950
1220,9120,1910
3270,5928,2980
1090,3120,960
4350,12300,3120
940,8512,1060
2540,13885,3690
1770,10395,1370
3640,10351,3370
1820,11985,3390
1590,3174,2320
1050,6034,1060
2174,8606,2530
2490,6300,2760
1470,4444,1960
2600,5221,2730
2630,19878,2600
810,7500,830
2980,6593,3150
2780,35072,2740
1340,8100,1700
4160,8479,3030
1360,4440,1520
1320,6817,1620
1210,15360,1570
1940,7600,2250
2020,5308,2790
1980,6999,2590
1620,13200,2810
1660,5000,1150
1400,2570,1820
780,3656,1380
1510,8851,2210
2550,41016,3260
3070,9657,3010
970,7857,1200
2140,10978,2030
2570,13200,2570
1260,1095,1190
1220,7674,1420
1720,8138,1400
1320,5413,1720
1420,4923,1470
2060,9460,2060
990,10610,1460
1810,8551,1620
2980,10018,2730
1350,2560,1790
1540,7141,1630
2510,9240,2690
1670,5146,1940
2540,11928,2640
1320,9800,1900
980,10125,1500
980,10125,1500
1620,10450,2060
2400,7316,2060
2400,7316,2060
1170,9108,1200
1190,8741,1390
1160,3880,1330
1460,7405,1480
1580,6207,1580
1580,6207,1580
1950,3431,2520
920,7452,1390
2660,5500,3620
2190,3600,2300
1100,3478,1610
1300,47480,2380
700,5200,1030
1120,11200,1570
1220,61419,1540
3000,218235,3180
2690,4791,2690
680,7800,1240
2750,7968,2140
1010,10042,1370
1410,6000,1860
2090,6023,2090
1560,4500,1660
1560,4200,1560
2570,5997,2430
1010,8386,1190
1020,6497,1200
1710,9672,2270
2300,11220,1710
1210,7393,1720
2730,12209,2040
1060,1280,1710
1560,6361,1870
1200,3840,1440
1200,3840,1440
3690,11294,3430
1140,8149,1030
1300,3750,1960
2496,7757,2496
1680,7700,1890
3200,6291,3200
880,4000,1310
1320,1503,1380
2450,5449,2490
1040,8450,1040
2480,36549,2510
1610,12743,1790
1440,3322,1650
1580,3800,1950
3230,3977,2670
1230,44866,1810
2495,4400,2434
1180,11125,1830
840,3700,1540
2460,9024,2210
1720,7200,2340
1630,7920,1410
2460,6092,2440
1030,9040,1220
2450,14245,3410
1520,5200,2310
1260,4400,1770
2330,4629,2200
2980,5495,2610
1790,11894,2290
1470,5659,2230
2520,9450,3410
2520,9450,3410
1230,3300,1410
1550,8400,2280
1280,3680,1730
1220,11629,2470
1610,8250,1940
1480,16454,1480
1240,221442,2530
1470,4119,1560
1250,6930,1760
2820,5001,2660
1250,8550,1390
1280,7500,1200
5180,35363,4240
2860,65340,2370
2710,36224,2780
1140,5700,1800
4070,35960,3890
1120,5922,2920
1340,7107,1620
2290,7200,2000
930,8461,1640
1080,5950,1100
960,5150,1140
980,5000,1040
1300,3588,1360
1440,7865,1790
2580,7596,2350
2070,4698,2010
1260,11551,1950
2420,6769,1210
1890,12825,2180
1920,7505,2080
1270,7887,1870
900,7620,1520
2160,7829,3060
900,2910,1320
940,6325,1700
900,6400,1320
1600,41006,1850
750,8447,1500
1070,60548,1970
2570,5392,2260
1090,4000,1210
1850,8140,1830
1740,39133,1740
1300,8750,1390
2000,35350,1930
3220,5813,2760
2160,9628,2820
1680,4548,2040
1100,8151,1650
1200,7000,1010
2810,6286,2500
860,5106,1400
5130,43560,4670
1400,6380,1760
2110,10194,2520
950,4980,990
2110,8841,3130
1430,8075,1570
6350,23408,3030
1520,54014,2230
980,5965,1600
1970,4240,2030
1460,8400,2150
1300,7848,1360
1300,7848,1360
1180,7405,1910
2170,53437,2650
1070,13660,1770
1170,7620,2410
1280,3764,1560
1270,9945,1380
1480,8560,1930
1700,10014,2500
3200,16921,4050
910,10425,1470
1480,9750,1540
3770,12255,2200
2360,12935,3140
1480,7216,2120
1260,3876,1400
2520,12000,2530
2850,35280,2980
2153,4400,2434
3780,11651,3310
1940,9878,2260
1940,9675,2990
1590,9660,1520
1540,5913,1670
1730,14800,2900
1670,6517,2530
1420,8925,2540
1110,9250,1420
2660,74052,2850
1740,10125,1300
1190,9542,2080
1170,9100,2080
1460,4500,1720
1150,12977,1820
2020,10193,2050
1680,1280,1740
3610,11917,4350
1220,13137,1420
1310,8370,1310
2490,8024,1840
1770,4800,1750
2240,8017,2200
1230,10920,1580
1850,6037,1860
1440,4920,1560
1410,7700,1560
1890,2769,1800
1550,12036,1810
1200,4300,1440
950,7560,1160
2370,10133,2370
3070,6500,3630
1300,13530,1480
1300,7100,1560
1000,1493,1650
710,4800,1440
1730,12650,2150
2400,8200,2290
1960,6705,1960
1820,3751,1820
1400,11466,2060
1320,11165,2170
2890,5460,3620
2350,11342,2020
1090,5000,1640
720,7200,1440
1040,4000,1250
2210,8422,1250
2060,5000,1770
780,6000,1080
1460,9038,2360
800,4320,1300
1590,6900,1770
1460,10300,1060
1150,8925,1410
1470,14075,1950
1580,27820,2300
1130,5750,1820
1690,5000,1890
1714,3240,1714
900,12696,1330
4750,12587,5380
2050,9045,1200
1810,9357,1420
880,8190,1400
2440,11913,3490
800,4046,1400
2140,9920,2130
1330,10350,1250
1030,10220,1470
1740,3383,1290
1200,4000,1390
960,1600,1590
1890,5880,2030
3060,10700,3430
1800,10320,3490
1530,12333,2810
810,4800,1520
1120,11040,1790
1270,5636,1070
1540,8925,2230
770,9891,1520
1610,11000,2470
2710,33955,2710
870,10790,1840
1390,8188,1240
2201,9542,1990
1960,12632,2800
1730,10474,2820
940,4080,1410
2440,6858,2300
2560,5800,3040
1410,16290,1970
1790,6466,2310
2620,7433,2580
2970,10335,2970
1400,7228,1520
1850,7900,2340
992,25002,1860
1110,8147,1520
2160,4920,1500
2040,4348,2380
2570,5439,3440
2350,4456,2350
1570,16817,1600
1530,42148,1768
1520,5040,1110
820,9225,1320
1250,8480,1740
3950,10213,3110
1120,6250,1530
1390,3030,1180
1300,7650,1450
2030,9900,2190
1620,3388,1410
2160,7600,1830
1640,10000,2450
2030,9440,1520
1440,12092,2540
1010,7728,1730
2820,18741,4330
1450,7600,2010
1800,6014,1650
1090,8520,1190
1010,34637,2420
2040,10150,2350
1880,5425,1760
1730,6490,1710
2480,14679,2940
2580,5642,2380
970,1404,1160
1040,7813,1280
3527,7200,2490
840,8220,1100
1160,11721,1780
1980,6496,2310
1170,4000,2130
1260,7626,1570
3530,13260,3340
1100,2435,1260
1500,10950,3130
1360,8280,1580
2250,2000,2660
2370,14475,1860
1210,6898,1500
990,10800,2180
1930,7920,1990
1850,6720,2190
1970,7682,1970
2470,35350,2310
1180,13714,2300
1280,3150,1410
990,8400,1660
1670,9940,2330
1260,11901,2080
2835,6969,2770
1520,10716,1600
2190,7055,2190
1680,8550,1800
3915,6507,3830
1720,9023,2700
670,4500,1210
1400,1462,1460
1420,8028,2500
920,5029,1230
1680,3745,1740
2190,7639,2010
1220,8200,1820
910,5100,950
1000,4800,1500
2340,4624,2400
1180,1948,1500
1590,51836,2270
2360,7362,2300
1480,7200,1350
3060,11455,3060
2030,4800,1780
1170,7560,1170
1830,6283,2370
2210,8000,1990
1440,7750,1440
1430,7920,1870
1460,16088,2060
1640,5304,1560
2560,4080,3110
1600,10407,1510
1460,4590,1900
1450,16000,1930
1140,6500,1610
1010,5376,1700
1430,10450,1900
1000,7140,1540
1030,6696,1620
1940,10550,2780
3220,41684,2680
3010,247856,2720
1560,7904,1600
1500,7344,2100
1400,4400,1060
2280,1800,1740
3880,5070,2620
950,3920,1670
1480,4200,1970
1427,1401,1700
3400,6909,2970
2070,3986,2090
4870,33880,5000
1160,46038,1760
4030,57499,3470
880,5413,1250
1510,7416,1440
3110,4938,2340
3420,12620,3680
740,5100,920
1100,9794,1640
2780,12000,2600
1100,3706,1460
2250,14027,2450
1350,40635,2740
900,94960,1810
2360,6773,2144
1530,4094,2110
1450,4635,1450
1780,5000,1690
2620,11041,2230
1180,2687,1310
1110,9083,1140
1840,10101,1490
1510,7315,2120
1090,3426,1360
1250,8100,1910
1170,8846,2380
4740,118047,3060
1290,8000,1960
980,4650,1450
2510,48351,2470
820,7319,1470
2680,215186,3170
1220,9600,1310
1070,5695,1770
1580,19998,1860
930,6000,1590
3590,7305,3230
1960,8324,1850
3160,12042,2360
1630,1340,1350
1240,9600,1570
3850,12047,2410
2670,14455,1810
1640,9147,1680
2130,9600,1710
1850,4954,1700
1850,11184,3380
1690,9858,1570
2390,12942,2250
1340,11026,2580
1180,1264,1494
1170,8775,1660
1600,14850,2010
720,5120,1357
1470,8050,1720
1970,17281,2980
860,8106,1440
1300,9775,2070
1820,5000,2350
1780,8069,1350
1200,6823,1570
2990,8666,2990
1910,5400,2050
1370,2151,1510
1910,4941,1910
1170,8147,1260
1250,2298,1330
3340,23274,3420
1380,8750,1260
780,10165,930
1390,7700,1800
1410,7200,1640
520,5265,1030
2590,5100,2430
840,5100,920
1440,9600,1740
2100,7779,2090
1150,13000,1680
3130,44224,2780
1470,30056,1390
720,5700,1120
1430,1112,1020
1460,8400,1940
1150,8050,1360
2170,9731,1490
1640,2435,1920
2490,45441,3170
1110,5000,920
1490,34000,3030
940,9375,1270
1060,7700,1570
930,3000,1630
1370,8396,1330
1680,11751,1950
2140,10125,1640
1970,7200,2590
1980,21600,2180
1080,5250,1100
2110,9450,3130
900,6000,1670
3620,33167,2950
1050,42688,1460
1050,108900,1760
1320,5438,1660
1210,6760,1210
1860,5525,1670
1830,21988,2120
810,6000,1920
