sqft_above,sqft_lot15,sqft_living15,waterfront,view,condition,grade,bedrooms,sqft_basement_cat,floors,yr_built_cat,zip,price,year_bin
1930,6996,2090,0,0,3,8,4,1,2.0,2,0,364950,8
2840,36852,3180,0,4,4,10,4,1,1.0,1,0,840000,7
1550,8134,1550,0,0,3,7,3,1,2.0,1,0,268000,8
833,143947,1380,0,0,3,5,2,1,1.0,2,0,517534,9
2990,36497,2990,0,0,4,8,3,1,2.0,1,0,632925,7
2000,8118,2450,0,0,3,9,3,1,2.0,2,0,577500,8
2390,6867,2850,0,2,3,7,4,1,1.5,1,1,339000,1
1530,18295,2520,0,0,4,7,3,4,1.0,1,0,570000,6
1610,174240,2690,0,0,3,7,4,2,1.0,1,0,563500,5
1290,8660,1910,0,0,5,7,4,3,1.0,1,1,423000,5
1860,5465,2320,0,0,3,8,3,1,2.0,3,0,355000,10
6070,211267,4680,0,0,3,12,5,1,2.0,2,0,1550000,8
950,4050,1320,0,0,3,7,2,1,1.0,1,1,482000,3
1600,9800,1580,0,0,5,7,3,1,1.0,1,0,625000,4
2250,11632,2360,0,0,3,8,3,1,2.0,1,0,538000,7
2280,10094,2310,0,0,4,8,3,1,2.0,1,0,380000,7
940,5120,1300,0,0,3,7,2,1,1.0,1,1,375000,0
1030,8140,1850,0,0,5,7,3,3,1.0,2,0,245000,8
2190,39480,1620,0,0,4,7,5,1,1.0,1,1,310000,4
1770,15715,3530,0,0,4,8,3,3,1.0,1,0,1300000,6
1200,9660,1460,0,0,3,7,4,2,1.0,1,0,397000,6
2200,5082,2310,0,0,3,8,3,1,2.0,2,0,365000,9
2290,8250,2290,0,0,3,9,4,1,2.0,1,0,328500,8
4040,21887,3930,0,0,3,11,4,1,2.0,1,0,988000,7
1920,3277,1810,0,0,5,8,4,3,1.5,1,1,1000000,1
1490,2094,1490,0,0,3,7,3,1,2.0,2,0,237000,9
2450,4674,2300,0,0,3,8,4,1,2.0,2,0,525000,9
1440,9131,2140,0,0,3,9,4,2,1.0,1,0,749000,6
3470,11398,3180,0,0,3,10,5,4,2.0,1,0,722500,7
3130,9003,2860,0,0,3,10,3,1,2.0,1,0,843000,8
1270,3090,1610,0,0,3,8,2,1,3.0,2,1,438000,9
1540,11760,2460,0,2,3,8,3,3,1.0,1,1,578000,6
1670,4910,2077,0,0,5,7,3,1,1.0,1,0,227950,4
2070,7519,1890,0,0,3,7,3,1,2.0,1,0,196000,6
1070,5406,2400,0,0,3,8,2,2,1.0,1,1,641000,4
1250,210394,1930,0,0,4,6,3,1,1.0,1,0,350000,7
940,8050,1150,0,0,4,7,3,1,1.0,1,0,205000,5
1920,9760,1920,0,0,3,7,3,1,1.0,1,0,400000,6
2610,7704,3630,0,0,3,10,3,3,1.0,2,0,1030000,9
1260,5460,1510,0,0,3,7,3,1,1.0,1,0,505000,6
1300,7221,1930,0,0,3,7,5,4,1.0,1,0,475000,6
1440,9450,2580,0,0,5,8,3,4,1.0,1,0,520000,6
3260,13838,2610,0,2,3,10,3,3,2.0,1,0,1450000,6
1220,10007,1630,0,0,3,7,3,1,1.0,1,0,333500,5
1400,10209,1230,0,0,4,6,3,1,1.0,1,0,232000,6
1710,16117,2120,0,0,4,8,3,3,1.0,1,0,691100,7
1870,10005,1900,0,0,4,8,3,1,1.0,1,0,811000,5
2830,5788,2500,0,0,3,9,3,1,2.0,2,0,551000,9
2260,3710,2350,0,0,3,8,3,1,2.0,1,0,496500,8
1770,75396,2280,1,3,4,9,3,2,2.0,1,0,705000,7
1770,9600,2460,0,2,5,9,4,4,1.0,1,0,578000,5
1240,8223,1490,0,0,5,7,3,1,1.0,1,0,255000,7
3450,8567,3220,0,0,3,10,4,1,2.0,2,0,1050000,9
2570,8049,2400,0,0,4,8,3,1,2.0,1,0,348000,8
1510,3777,1570,0,0,3,7,3,1,2.0,1,0,230000,7
2390,11250,2480,0,0,3,9,4,1,2.0,1,0,359500,7
980,7000,1220,0,0,3,6,3,1,1.0,1,1,330000,4
430,7500,1200,0,0,2,4,1,1,1.0,1,0,80000,1
1480,6360,1480,0,0,3,7,3,1,1.0,1,1,465000,4
1850,7329,2100,0,0,3,8,4,1,2.0,2,0,325000,8
1920,14833,1770,0,0,4,7,3,2,1.0,1,1,340500,4
1810,6200,1810,0,0,3,8,3,1,2.0,1,0,342500,8
1610,12950,1310,0,0,3,6,2,1,2.0,1,1,290900,2
3840,7709,3230,0,0,3,10,3,1,2.0,2,0,868700,9
3130,8400,2820,0,1,3,9,4,3,2.0,1,1,1200000,2
3150,11919,4300,0,0,3,11,4,4,2.0,2,0,1150000,9
3390,7111,3390,0,0,3,9,4,1,2.0,2,0,859900,10
1890,3000,1580,0,0,3,7,4,1,2.0,2,0,520000,9
1080,4173,1610,0,2,3,9,3,3,2.0,2,1,460000,9
850,5400,1770,0,0,3,7,3,2,1.0,1,1,438924,4
630,6550,1420,0,0,3,5,2,1,1.0,1,1,315000,1
1780,10988,2920,0,2,3,8,4,4,1.0,1,0,590000,6
850,9000,1620,0,0,3,7,4,3,1.0,1,0,378500,4
1950,7691,2350,0,0,4,9,3,1,2.0,1,0,328500,8
2990,11553,2230,0,0,4,8,3,1,2.0,1,0,849950,6
900,6012,1730,0,2,3,7,3,2,1.0,1,1,525000,4
4860,181319,3850,0,0,3,9,4,1,2.5,1,0,1390000,8
1460,8250,2060,0,0,4,8,4,3,1.0,1,0,295000,7
3860,11793,3600,0,0,3,11,6,4,2.0,2,0,1070000,8
890,5000,1860,0,0,3,6,2,1,1.0,1,1,207950,1
2810,7302,2820,0,0,3,9,4,1,2.0,2,0,699900,9
3400,11081,3080,0,1,4,8,5,1,2.0,1,0,1280000,6
960,7350,1560,0,0,4,7,4,3,1.0,1,0,452000,5
1680,4921,1680,0,1,4,7,3,1,1.0,1,0,370000,7
1300,10794,1300,0,0,5,7,3,1,1.0,1,0,232000,6
2380,10392,1910,0,0,4,7,5,2,2.0,1,0,669950,5
1070,6600,1660,0,0,3,7,3,2,1.0,1,0,397500,6
870,1350,1240,0,0,3,8,2,2,2.0,2,1,490000,9
1710,4420,1440,0,0,3,9,4,2,2.0,1,1,725000,2
1610,12410,2424,0,2,4,7,3,4,1.0,1,0,299000,5
1190,4025,1590,0,0,4,7,2,2,1.5,1,1,625000,0
2120,4816,2530,0,0,3,7,3,1,2.0,2,0,437500,9
3180,5335,3030,0,0,3,9,4,1,2.0,2,0,650000,9
860,3825,1460,0,0,3,7,2,3,1.0,1,1,475000,2
1930,12825,2200,0,0,4,8,3,1,1.0,1,0,342000,5
2770,10000,2720,0,0,3,10,4,1,2.0,2,0,1200000,8
1670,10200,1930,0,0,4,7,3,1,1.0,1,0,280000,5
1330,11682,1450,0,0,3,7,2,1,1.0,1,1,240000,8
1210,3333,1640,0,0,4,7,3,1,1.5,1,1,529000,2
1030,5100,1690,0,0,4,7,3,2,1.0,1,1,442000,3
820,5538,1420,0,0,4,7,2,3,1.0,1,1,615000,4
4030,7200,2160,0,0,3,10,4,1,2.0,2,0,1490000,9
1580,8750,1980,0,0,4,8,4,3,1.0,1,0,585000,7
2600,7787,2830,0,0,3,8,4,1,2.0,2,0,480000,9
4410,50529,2900,0,0,4,9,5,1,2.0,1,0,1100000,8
1330,660,1220,0,0,3,7,4,1,1.5,1,1,290000,4
950,5000,1770,0,0,5,7,3,3,1.0,1,1,615000,4
1100,7680,1460,0,0,4,7,2,1,1.0,1,1,300000,4
1580,11811,1860,0,0,3,6,3,2,1.5,1,0,308000,2
2400,8615,2080,0,0,3,9,3,1,2.0,2,0,750000,9
3390,9323,2950,0,0,5,9,4,4,2.5,1,1,2250000,1
3180,178160,2200,0,0,3,10,4,1,2.0,2,0,890000,9
1190,7560,1190,0,0,5,6,3,1,1.0,1,0,288000,5
630,6840,1470,0,0,3,6,2,1,1.0,1,1,190000,3
1520,4011,2290,0,0,3,8,5,4,1.0,2,1,515000,9
1690,9040,1690,0,0,4,5,4,1,1.0,1,0,235000,2
940,5000,940,0,0,3,6,2,1,1.0,1,1,275000,4
1240,9121,1380,0,0,4,7,2,1,1.0,1,0,727500,4
3040,6587,2740,0,0,3,7,4,1,2.0,2,0,650000,9
6050,233971,4210,0,3,3,11,6,1,2.0,2,0,1600000,9
1590,7085,1320,0,0,3,6,4,1,1.5,1,1,365000,3
2500,28837,2590,0,0,3,9,3,1,1.0,1,0,662000,7
1320,7848,1680,0,0,3,7,3,2,1.0,1,0,270500,7
1360,1898,1360,0,0,3,7,2,1,2.0,1,0,200000,7
4740,49206,3340,0,0,3,10,4,1,2.0,1,0,970000,7
1010,9660,1400,0,0,4,7,3,1,1.0,1,1,160000,5
1040,7405,1580,0,0,4,6,3,1,1.0,1,0,204000,6
1610,7529,1780,0,0,4,7,3,1,2.0,1,0,358000,7
1570,8190,1870,0,0,3,7,4,1,1.0,1,0,452000,7
1010,4000,1920,0,0,4,7,2,3,1.0,1,1,595000,0
1360,6987,1360,0,0,3,7,3,1,1.0,1,0,249000,8
1970,5109,2230,0,0,3,8,4,1,2.0,2,0,346900,8
5403,104374,3980,1,4,4,12,3,1,2.0,1,1,2130000,6
1560,4350,1560,0,0,3,7,4,1,2.0,2,0,280000,9
2270,9880,2120,0,0,4,8,4,2,1.0,1,0,318888,6
2120,13492,2480,0,0,3,8,3,1,1.0,1,0,530000,6
2120,14479,2120,0,0,4,8,3,1,2.0,1,0,375000,7
3350,24728,3920,0,0,3,11,4,1,2.0,1,0,910000,7
2380,9770,2560,0,0,4,10,4,1,2.0,1,0,782000,8
720,928,1070,0,0,3,9,2,2,2.0,2,1,259950,9
1560,9588,1870,0,0,4,7,4,3,1.0,1,0,315000,7
1320,6490,1190,0,0,4,6,2,1,1.0,1,1,215000,3
1140,8535,2180,0,2,4,7,3,4,1.0,1,0,705000,4
3580,7680,3080,0,3,5,10,3,3,2.0,1,1,1450000,4
1790,10125,1520,0,0,3,7,3,1,2.0,1,1,451000,4
750,8750,1340,0,0,4,6,2,1,1.0,1,0,261000,3
1300,8692,1570,0,0,5,7,3,1,1.0,1,0,396000,5
2990,29170,3715,0,3,3,9,4,1,2.0,2,0,725000,8
2860,20697,3230,0,1,3,11,7,4,2.0,1,0,1950000,5
1400,7314,1310,0,0,3,7,4,1,1.5,1,1,238000,5
2750,9563,2040,0,0,4,8,6,1,2.0,1,0,750000,6
2050,8103,2050,0,0,3,7,4,1,2.0,2,0,331500,8
1410,65340,1960,0,0,3,7,4,3,1.0,1,0,460000,7
2340,107898,2340,0,0,4,8,4,1,1.0,1,0,404950,7
2870,7995,1630,0,0,3,9,3,1,2.0,3,1,880000,10
4120,7257,3180,0,0,3,10,4,1,2.0,2,0,863000,8
1370,8944,1870,0,0,3,7,3,3,1.0,1,0,638700,5
1840,4697,1600,0,0,3,7,3,1,2.0,2,0,435000,9
1180,5350,1490,0,0,4,6,3,1,1.5,1,1,260000,5
1530,4000,2040,0,0,5,7,5,3,1.5,1,1,671500,2
1180,3400,1440,0,0,3,8,3,1,1.5,1,1,610000,0
870,25346,1870,0,0,4,6,2,2,1.0,1,0,405000,3
1830,5998,1830,0,0,3,7,4,1,2.0,2,0,338900,9
3200,7944,3480,0,0,3,10,4,1,2.0,2,0,720000,9
1760,5445,1080,0,0,4,7,5,3,1.5,1,1,442000,2
2550,3840,1590,0,0,5,8,5,1,1.5,1,1,650000,0
1040,9081,1330,0,0,3,7,3,2,1.0,1,0,263500,7
1220,98010,2010,0,0,4,7,2,1,1.0,1,0,300000,5
1805,3402,2095,0,0,3,7,3,1,2.0,2,0,266000,9
4150,199504,2700,0,2,3,9,4,4,2.5,2,0,930000,9
2320,5471,2450,0,0,3,8,4,1,2.0,2,0,530000,9
1384,8470,1000,0,0,4,6,3,1,1.0,1,0,180000,5
2720,7320,3180,0,0,3,9,3,1,2.0,2,0,619000,9
1820,8976,1380,0,0,4,7,3,1,1.0,1,0,264000,5
1530,4920,2130,0,4,4,7,2,3,1.5,1,1,730000,3
2060,8155,2060,0,0,3,7,4,1,2.0,1,0,439000,6
1080,7260,1500,0,0,4,7,4,2,1.0,1,0,268500,7
1510,15744,1470,0,0,3,7,3,1,1.0,1,0,330000,7
1960,5120,2160,0,0,3,8,3,2,1.5,1,1,640000,0
3180,12835,3030,0,0,4,11,3,1,2.0,1,0,900000,7
2110,14000,2470,0,0,4,8,3,1,2.0,1,0,370000,7
1330,3900,1910,0,0,5,8,3,3,1.5,1,1,685000,2
1010,165963,2450,0,0,3,7,3,3,1.0,1,0,505000,7
1820,43560,2050,0,0,4,7,3,1,1.0,1,0,265000,5
1610,3049,1610,0,0,3,8,3,1,2.0,2,0,290000,9
1780,3802,2020,0,0,3,7,4,1,2.0,2,0,296000,9
1840,8505,1830,0,0,3,7,4,1,2.0,2,1,360000,8
990,12012,1220,0,0,3,7,3,2,1.0,2,1,240500,8
1400,2385,1540,0,0,3,8,2,1,2.0,2,1,372500,9
3370,9691,3330,0,2,3,9,3,1,2.0,2,0,595000,9
3590,7995,2860,0,0,3,9,4,1,2.0,2,0,515000,8
3200,15263,3070,0,0,4,9,4,1,2.0,1,0,1220000,5
1670,6254,2170,0,0,3,8,2,1,1.0,2,0,507000,9
2420,32186,2560,0,0,3,9,4,1,1.0,1,0,399950,7
1430,10816,1560,0,0,3,7,3,1,2.0,1,0,185000,8
1440,7210,1440,0,0,3,7,3,1,1.0,1,0,460000,7
1450,4490,1560,0,0,3,7,3,1,2.0,1,0,435500,7
2100,9000,2050,0,0,5,8,4,4,1.0,1,1,469000,5
1110,1800,1290,0,0,3,8,2,2,2.0,2,1,531000,9
940,6930,1150,0,0,3,7,2,1,1.0,1,1,443500,4
1300,7586,1660,0,0,3,7,3,2,1.0,1,0,223000,8
2400,19400,2200,0,0,3,8,4,3,2.0,2,0,590000,8
1100,1415,1200,0,0,3,7,2,1,3.0,2,1,340000,8
1230,4050,1780,0,0,4,8,3,3,1.0,1,1,650000,2
1930,5085,2190,0,0,4,8,3,1,2.0,1,0,533600,8
2540,6344,2600,0,0,3,9,3,1,2.0,2,0,695000,9
1280,7777,1500,0,0,4,7,3,1,1.5,1,0,242000,7
1280,7515,1810,0,0,3,7,3,3,1.0,1,1,425000,6
1490,10125,1290,0,0,3,7,3,1,2.0,1,0,525000,7
1880,5411,2040,0,0,3,8,3,1,2.0,1,0,485000,7
1250,9650,1390,0,0,3,7,3,1,1.0,1,0,175000,6
1440,7245,1700,0,0,3,8,3,1,1.0,1,0,210000,7
1920,7536,1930,0,0,3,7,3,1,2.0,1,0,260000,8
1330,5750,1920,0,0,3,7,3,3,1.0,1,1,577000,6
1210,10588,1408,0,0,4,7,3,1,1.0,1,0,200000,5
940,5000,1530,0,0,4,7,2,3,1.0,1,1,605000,2
990,6860,1440,0,0,4,6,3,1,1.0,1,1,325000,4
820,6600,1200,0,0,4,6,3,2,1.0,1,1,289500,3
1660,1784,1660,0,0,3,9,3,1,3.0,3,1,559950,10
1330,9375,2760,0,1,4,8,3,3,1.0,1,1,1040000,3
990,4000,1920,0,0,3,7,3,2,1.0,1,1,543500,6
3250,35982,3110,0,0,4,9,4,1,2.0,1,0,480000,7
960,8610,1080,0,0,5,6,3,1,1.0,1,0,218000,7
960,6000,1620,0,0,4,7,2,2,1.0,1,1,565000,1
1600,7700,1680,0,0,5,7,3,2,1.0,1,0,426700,6
2130,11782,2390,0,3,3,8,3,3,1.0,1,0,650000,5
770,4080,1760,0,0,3,7,2,2,1.0,1,1,542000,0
1070,7990,1200,0,0,3,7,3,1,1.0,1,0,415000,6
1200,8316,1200,0,0,4,6,3,1,1.0,1,0,214000,4
1360,8912,1220,0,0,5,7,3,1,2.0,1,1,245000,4
2050,11590,2180,0,0,3,8,3,1,1.0,1,0,314500,8
2000,5750,1820,0,0,5,9,3,4,2.0,1,1,1120000,2
800,5500,950,0,0,3,7,2,3,1.0,1,1,378000,5
1340,7802,1540,0,0,3,7,4,3,1.0,1,0,305000,7
1980,7920,2620,0,0,4,8,5,4,1.0,1,0,595000,7
1530,1352,1510,0,1,3,9,3,2,3.0,3,1,729500,10
2360,4744,2360,0,0,3,7,3,1,2.0,2,0,430000,9
1150,8125,1760,0,0,3,7,3,3,1.0,1,0,240000,7
1680,5100,1680,0,0,3,7,3,1,1.5,1,1,545000,1
870,2750,1580,0,0,3,7,3,2,1.0,1,1,530000,1
870,10608,1250,0,0,3,6,1,1,1.0,1,1,157000,3
1260,7649,1170,0,0,3,6,4,1,1.5,1,1,425000,2
1000,8640,1300,0,0,3,6,3,1,1.0,1,1,220000,3
1550,38255,2520,0,0,4,8,4,2,1.0,1,0,521000,6
1120,6900,2000,0,2,3,7,3,3,1.0,1,1,325000,4
1380,6500,1940,0,0,4,7,3,3,1.5,1,1,597500,0
1470,4400,1490,0,0,3,7,3,1,2.0,2,0,337000,8
3180,9812,3000,0,2,3,10,3,1,2.0,1,0,1000000,8
2330,26324,2730,1,4,4,8,3,4,1.0,1,0,3070000,5
990,6000,1250,0,0,3,6,3,1,1.0,1,1,495000,3
1970,3380,2180,0,0,3,8,4,3,2.0,2,0,748000,9
1250,9185,1750,0,0,4,7,3,1,1.0,1,0,888000,4
1140,15625,1150,0,0,3,7,3,1,1.0,1,0,269900,7
1550,11400,2090,0,0,3,7,4,3,1.0,1,0,496500,6
1640,6000,1880,0,0,3,7,3,1,2.0,1,1,475000,6
1255,1232,1307,0,0,3,7,3,1,3.0,2,1,312000,9
1290,11632,1390,0,0,3,7,3,1,1.0,1,0,323000,6
1300,7369,1890,0,0,3,7,3,1,1.0,1,0,331000,7
1220,1422,1220,0,0,3,8,3,1,3.0,2,1,306000,9
2630,4000,1640,0,0,3,8,4,1,3.0,2,1,655000,9
1950,12667,1940,0,0,4,8,3,1,1.0,1,0,290000,5
2360,4000,2220,0,0,5,9,4,3,2.0,1,1,1250000,5
860,5600,1880,0,0,4,7,3,3,1.0,1,1,460000,4
850,6380,1380,0,0,4,7,4,3,1.0,1,1,435000,3
1630,11211,2390,0,0,5,8,4,3,1.0,1,0,664000,7
1800,4620,2180,0,3,4,8,4,1,2.0,1,1,865000,1
1200,18000,1800,0,0,3,8,3,3,1.0,1,0,385000,6
1350,9579,2230,0,0,3,7,3,3,1.0,1,0,497000,6
1010,7000,1150,0,0,4,7,2,1,1.0,1,0,280000,2
1120,8056,1690,0,0,3,6,2,1,1.0,1,1,188000,2
1200,5300,1850,0,2,3,8,3,3,1.0,1,1,478500,6
4370,13641,4190,0,0,3,11,4,1,2.0,2,0,1150000,9
970,7187,1440,0,0,4,7,3,2,1.0,1,0,222000,7
2580,213444,3440,0,0,3,8,4,1,2.0,1,0,799000,7
3190,7323,3250,0,0,3,10,4,1,2.0,2,0,609900,9
1750,5775,1620,0,0,4,7,4,3,2.0,2,1,413000,8
1420,5413,1110,0,0,3,7,4,1,1.5,1,1,400000,2
2990,6768,2870,0,0,3,9,5,1,2.0,3,0,802541,10
2680,8231,2430,0,0,3,8,3,1,2.0,1,0,320000,8
2730,6216,2730,0,0,3,7,4,1,2.0,2,0,507000,9
1220,8322,1490,0,0,3,6,3,1,1.0,1,1,387500,4
1500,13950,1820,0,0,3,7,3,1,1.0,1,0,396000,6
1430,11964,2140,0,1,3,8,3,2,1.0,1,0,373000,5
4570,13314,3180,0,0,5,10,5,1,2.0,1,0,1480000,5
2470,7986,2330,0,0,3,8,4,1,2.0,1,0,359900,7
670,4343,1210,0,0,3,6,2,2,1.0,1,1,410000,2
2900,34589,2900,0,0,3,9,4,1,2.0,1,0,690000,8
1410,6222,1670,0,0,3,7,3,1,1.0,1,0,245000,7
1610,21567,2670,0,1,5,8,5,4,1.0,1,0,700000,7
1100,10369,2400,0,0,3,7,4,3,1.0,1,1,268000,6
920,13475,1350,0,0,3,7,3,3,1.0,1,0,225000,7
2240,11550,2300,0,0,3,8,4,1,2.0,1,0,980000,6
1380,5000,1500,0,2,3,5,2,1,1.5,1,1,795000,0
820,5304,1170,0,0,3,6,2,1,1.0,1,1,195000,4
1730,12010,2180,0,0,2,6,4,2,1.0,1,0,480000,4
1100,2048,1630,0,0,3,7,4,2,1.0,1,1,485000,0
880,10000,1410,0,0,3,5,2,1,1.0,1,1,130000,2
1060,4416,2240,0,2,4,6,2,1,1.0,1,1,325000,4
1530,7490,1530,0,0,4,7,3,1,1.0,1,0,440000,7
1460,10800,2910,0,3,3,8,4,4,1.0,1,1,550000,5
1490,9100,1350,0,0,5,6,3,1,1.0,1,0,310000,6
3260,38312,2700,0,2,4,9,3,2,2.0,1,0,530000,8
2340,6818,1970,0,0,3,8,4,1,2.0,1,0,390000,8
1450,12125,1210,0,0,4,7,3,1,1.0,1,0,243000,7
2210,8799,2440,0,0,3,9,4,1,2.0,1,0,639000,8
1130,7379,1540,0,0,4,7,4,1,1.0,1,0,215000,6
1100,9823,1420,0,0,3,7,5,2,1.0,1,0,405000,5
1010,8960,1770,0,0,5,7,4,3,1.0,1,0,250000,6
1010,8108,1300,0,0,5,7,3,1,1.0,1,1,405500,4
2660,8242,1120,0,0,3,7,6,1,2.0,1,1,452000,3
2660,8242,1120,0,0,3,7,6,1,2.0,1,1,730000,3
1300,9656,1430,0,0,3,7,3,1,1.0,1,0,267000,8
1670,6924,2390,0,0,3,7,3,1,2.0,2,0,289950,9
960,4080,1300,0,0,5,7,2,1,1.0,1,1,565000,0
4670,41075,4230,0,0,4,12,4,1,2.0,1,0,1580000,7
1770,2708,2510,0,0,3,8,3,2,2.0,2,0,636000,9
1550,8000,1700,0,0,3,8,5,3,1.0,2,1,350000,9
1130,8856,1720,0,0,5,7,3,3,1.0,1,0,320000,7
1440,3547,1320,0,0,4,8,2,1,1.0,1,1,210000,7
1050,5900,1280,0,0,3,7,2,1,1.0,1,1,245000,4
1130,7500,1590,0,0,3,7,3,2,1.0,1,0,328000,7
4230,37034,3890,0,0,3,11,4,1,2.0,1,0,985000,8
1370,9796,2460,0,3,5,8,3,3,1.0,1,0,501000,6
1540,11439,1560,0,0,3,7,3,1,2.0,1,0,315000,8
2090,6348,2280,0,0,3,8,3,1,2.0,3,0,403000,10
2110,23900,2030,0,0,4,8,3,2,2.0,1,1,550000,3
2156,3539,1708,0,0,3,9,4,1,2.0,3,0,347500,10
2070,7700,2390,0,0,4,8,4,1,2.0,1,0,365000,7
1270,6816,1500,0,0,4,8,3,3,1.0,1,1,588000,4
1260,8048,2360,0,0,4,8,3,3,1.0,1,0,605000,6
2290,6435,3090,0,0,4,9,3,4,2.0,1,1,1300000,3
1400,8547,2020,0,0,3,7,3,1,1.0,1,0,233000,6
2210,16907,2210,0,0,3,8,4,1,2.0,2,0,360000,8
1020,5441,1170,0,0,3,6,2,2,1.0,1,1,459000,2
2100,54885,2290,0,0,4,9,3,1,1.0,2,0,740000,8
1160,9650,1160,0,0,3,7,3,1,1.0,1,0,305000,6
900,4000,950,0,0,3,6,3,3,1.0,1,1,395000,2
2940,6600,2510,0,0,3,8,4,1,2.0,2,0,560000,9
1300,5400,2180,0,1,4,7,4,3,1.0,1,1,650000,5
2170,4395,2010,0,0,3,7,3,1,2.0,2,0,449950,9
1250,6240,2210,0,3,4,7,3,2,1.0,1,1,517500,3
1070,6630,1450,0,0,3,7,4,2,1.0,1,0,435000,6
800,6908,1150,0,0,3,6,3,2,1.0,1,1,329999,4
1140,7500,2510,0,4,5,8,3,4,1.0,1,1,950000,5
1230,5520,1370,0,0,5,7,3,2,1.0,1,1,447000,3
2380,6600,1870,0,0,3,8,2,1,1.0,2,0,699800,9
770,3600,1390,0,0,5,7,3,3,1.0,1,1,850000,0
1070,14960,2140,0,0,3,7,3,3,1.0,1,0,316500,7
2030,9688,3270,0,2,4,9,5,4,1.0,1,0,942500,7
2910,4500,3220,0,4,3,10,2,4,2.0,1,1,1310000,8
2400,10077,2580,0,0,4,9,4,1,1.0,1,0,856600,5
2830,4000,1480,0,0,4,8,5,1,2.5,1,1,405600,1
2440,33341,2560,0,0,3,8,4,1,2.0,2,0,565000,8
1050,1316,1210,0,0,3,8,3,2,2.0,2,1,400000,9
1400,218222,2230,0,0,3,7,3,1,1.0,2,0,330000,8
2730,4924,2230,0,0,3,7,4,1,2.0,2,0,374950,9
1610,7939,1920,0,0,5,7,3,3,1.0,1,0,405300,7
2060,34500,2160,0,0,3,8,3,1,2.0,1,0,560000,7
1290,9864,2360,0,0,4,8,4,4,1.0,1,0,824000,5
1100,7799,1400,0,0,5,7,3,1,1.0,1,0,260000,7
1470,6099,2180,0,0,5,8,4,3,1.0,1,1,760000,5
2360,13125,2970,0,0,3,10,3,3,2.0,2,0,405000,8
2640,8700,2240,0,0,3,8,4,1,2.0,1,0,429900,7
1130,7356,1320,0,0,4,7,3,1,1.0,1,0,341500,5
1940,8724,1940,0,0,3,7,5,1,1.5,1,1,465250,5
1100,4000,1390,0,0,3,7,2,1,1.5,1,1,450000,1
1200,9950,1370,0,0,4,7,3,1,1.0,1,0,390000,4
1000,8250,2070,0,0,4,8,3,4,1.0,1,0,420000,5
1730,7409,1910,0,0,3,8,3,2,2.0,2,1,269950,9
1060,2874,1520,0,0,3,7,4,3,1.0,1,1,493000,0
2710,6000,2520,0,0,3,9,4,1,2.0,2,0,370000,8
3100,8557,3150,0,1,5,10,5,4,1.5,1,1,2250000,0
1250,23680,1450,0,0,5,7,3,1,1.0,1,0,305000,6
970,7504,2030,0,0,5,6,3,3,1.5,1,0,400000,3
1050,887,1180,0,0,3,8,3,2,2.0,2,1,320000,9
2000,1452,1260,0,0,4,7,4,1,2.0,1,1,715000,0
3610,10004,2560,0,0,4,8,6,1,1.5,1,0,650000,5
1930,8000,2370,0,0,4,8,5,1,1.0,1,0,218000,5
1280,5670,1540,0,0,3,7,2,1,1.0,1,1,500000,5
2090,63162,2380,0,0,4,7,4,1,1.0,1,0,460000,7
1140,9936,1410,0,0,4,7,3,3,1.0,1,0,232500,6
1800,5952,1800,0,0,4,7,3,1,2.0,1,1,408200,8
1400,8636,1830,0,0,4,7,3,2,1.0,1,0,522000,7
2810,12672,3100,0,0,3,9,4,1,2.0,1,0,675000,7
2260,10012,4100,0,2,3,11,4,4,1.0,2,0,1360000,8
1330,8588,1570,0,0,3,6,4,1,1.5,1,1,249950,4
750,25792,1460,0,0,3,6,2,1,1.0,1,1,210000,4
1090,3844,1180,0,0,3,7,4,3,1.0,1,1,429950,4
3200,33171,2930,0,0,3,9,4,1,2.0,1,0,737500,8
1740,7700,1850,0,0,5,8,4,1,1.0,1,0,710000,5
2100,4700,2100,0,0,3,8,3,1,2.0,2,0,470000,8
4270,36149,3510,0,0,4,12,4,1,1.0,1,0,1100000,8
1340,4590,2030,0,0,3,7,3,1,1.5,1,1,650000,1
1680,8684,3160,0,3,5,9,4,4,1.0,1,0,1220000,6
1630,4779,1380,0,0,3,8,3,1,2.0,1,0,422120,7
2990,13076,3150,0,0,3,9,5,1,2.0,2,0,625000,9
1550,7740,1220,0,0,3,6,4,1,1.5,1,1,385200,4
1690,5036,1800,0,0,3,8,3,1,2.0,1,0,500000,8
1960,12230,1910,0,0,3,8,4,1,2.0,1,0,308000,8
1360,10713,2140,0,0,5,8,3,4,1.0,1,0,565000,6
2600,4904,2600,0,0,3,7,3,1,2.0,2,0,581000,9
1950,7212,2330,0,0,3,8,3,1,1.0,2,0,361000,8
1250,8800,1530,0,0,4,7,3,1,1.0,1,0,345000,5
840,1963,1310,0,0,3,8,2,2,2.0,2,1,419000,9
1680,4182,2160,0,0,3,7,3,1,2.0,2,0,347000,9
2220,36906,3000,0,0,3,9,4,1,2.0,1,0,625000,8
3090,16201,3470,0,2,3,11,4,4,2.0,2,0,2400000,8
2660,11876,1320,0,0,3,8,3,1,2.5,3,0,379000,10
1150,2980,1150,0,0,3,7,3,1,2.0,1,0,310000,7
1130,6600,1320,0,0,4,6,2,1,1.0,1,0,250000,3
